"Year","Season","Week","Date","Field","TeamOne","TeamTwo","TeamOneScore","TeamTwoScore"
"2015","Summer",1,2015-06-07 16:30:00,"Greenlake Field 1","Knarr Shipwreck Lounge","Here For The Beer","6","17"
"2015","Summer",1,2015-06-07 18:00:00,"Greenlake Field 1","Adversity Overcomers","Skeet Skeet Bang Bang","12","10"
"2015","Summer",1,2015-06-07 15:00:00,"Greenlake Field 2","In-Tox-Icated","Balls Deep","22","7"
"2015","Summer",1,2015-06-07 16:30:00,"Greenlake Field 2","Hitmen","The Participators","10","11"
"2015","Summer",1,2015-06-07 18:00:00,"Greenlake Field 2","Stranger Danger","Mittfits","18","8"
"2015","Summer",2,2015-06-14 12:00:00,"Greenlake Field 1","Adversity Overcomers","Crabby Swingers","14","8"
"2015","Summer",2,2015-06-14 13:30:00,"Greenlake Field 1","Adversity Overcomers","Your Mom Plays Softball","25","17"
"2015","Summer",2,2015-06-14 15:00:00,"Greenlake Field 1","Belltown Pub","Recovering Alcoballics","24","12"
"2015","Summer",2,2015-06-14 16:30:00,"Greenlake Field 1","Belltown Pub","Here For The Beer","12","9"
"2015","Summer",2,2015-06-14 18:00:00,"Greenlake Field 1","Knarr Shipwreck Lounge","The Participators","9","12"
"2015","Summer",2,2015-06-14 12:00:00,"Greenlake Field 2","Balls Deep","Stranger Danger","8","17"
"2015","Summer",2,2015-06-14 13:30:00,"Greenlake Field 2","Stranger Danger","Dingers","20","4"
"2015","Summer",2,2015-06-14 15:00:00,"Greenlake Field 2","In-Tox-Icated","Sluggernauts","6","23"
"2015","Summer",2,2015-06-14 16:30:00,"Greenlake Field 2","Hitmen","Mittfits","10","7"
"2015","Summer",2,2015-06-14 18:00:00,"Greenlake Field 2","Skeet Skeet Bang Bang","Greenlake Jackals","27","0"
"2015","Summer",3,2015-06-21 12:00:00,"Greenlake Field 1","Mittfits","Dingers","17","13"
"2015","Summer",3,2015-06-21 13:30:00,"Greenlake Field 1","Mittfits","The Participators","16","8"
"2015","Summer",3,2015-06-21 15:00:00,"Greenlake Field 1","Hitmen","Sluggernauts","15","8"
"2015","Summer",3,2015-06-21 16:30:00,"Greenlake Field 1","Balls Deep","Greenlake Jackals","11","12"
"2015","Summer",3,2015-06-21 18:00:00,"Greenlake Field 1","Stranger Danger","In-Tox-Icated","12","18"
"2015","Summer",3,2015-06-21 12:00:00,"Greenlake Field 2","Your Mom Plays Softball","Skeet Skeet Bang Bang","16","7"
"2015","Summer",3,2015-06-21 13:30:00,"Greenlake Field 2","Skeet Skeet Bang Bang","Here For The Beer","12","3"
"2015","Summer",3,2015-06-21 15:00:00,"Greenlake Field 2","Belltown Pub","Crabby Swingers","6","8"
"2015","Summer",3,2015-06-21 16:30:00,"Greenlake Field 2","Recovering Alcoballics","Knarr Shipwreck Lounge","11","12"
"2015","Summer",3,2015-06-21 18:00:00,"Greenlake Field 2","Adversity Overcomers","Recovering Alcoballics","27","2"
"2015","Summer",4,2015-06-28 12:00:00,"Greenlake Field 1","Here For The Beer","In-Tox-Icated","4","9"
"2015","Summer",4,2015-06-28 13:30:00,"Greenlake Field 1","Adversity Overcomers","Belltown Pub","20","7"
"2015","Summer",4,2015-06-28 15:00:00,"Greenlake Field 1","Skeet Skeet Bang Bang","Crabby Swingers","15","2"
"2015","Summer",4,2015-06-28 16:30:00,"Greenlake Field 1","Crabby Swingers","Your Mom Plays Softball","8","13"
"2015","Summer",4,2015-06-28 18:00:00,"Greenlake Field 1","Knarr Shipwreck Lounge","Sluggernauts","16","32"
"2015","Summer",4,2015-06-28 12:00:00,"Greenlake Field 2","Hitmen","Stranger Danger","14","12"
"2015","Summer",4,2015-06-28 13:30:00,"Greenlake Field 2","Hitmen","Balls Deep","11","18"
"2015","Summer",4,2015-06-28 15:00:00,"Greenlake Field 2","Balls Deep","Dingers","18","5"
"2015","Summer",4,2015-06-28 16:30:00,"Greenlake Field 2","The Participators","Recovering Alcoballics","10","11"
"2015","Summer",5,2015-07-12 12:00:00,"Greenlake Field 1","Dingers","Sluggernauts","19","21"
"2015","Summer",5,2015-07-12 13:30:00,"Greenlake Field 1","Dingers","The Participators","10","17"
"2015","Summer",5,2015-07-12 15:00:00,"Greenlake Field 1","The Participators","Stranger Danger","23","10"
"2015","Summer",5,2015-07-12 16:30:00,"Greenlake Field 1","Knarr Shipwreck Lounge","Mittfits","15","19"
"2015","Summer",5,2015-07-12 18:00:00,"Greenlake Field 1","Knarr Shipwreck Lounge","Balls Deep","13","12"
"2015","Summer",5,2015-07-12 12:00:00,"Greenlake Field 2","Hitmen","In-Tox-Icated","7","9"
"2015","Summer",5,2015-07-12 13:30:00,"Greenlake Field 2","Crabby Swingers","Greenlake Jackals","19","4"
"2015","Summer",5,2015-07-12 15:00:00,"Greenlake Field 2","Skeet Skeet Bang Bang","Belltown Pub","10","5"
"2015","Summer",5,2015-07-12 16:30:00,"Greenlake Field 2","Your Mom Plays Softball","Recovering Alcoballics","21","4"
"2015","Summer",5,2015-07-12 18:00:00,"Greenlake Field 2","Adversity Overcomers","Here For The Beer","19","3"
"2015","Summer",6,2015-07-19 13:30:00,"Greenlake Field 1","Your Mom Plays Softball","Here For The Beer","29","4"
"2015","Summer",6,2015-07-19 15:00:00,"Greenlake Field 1","Recovering Alcoballics","Skeet Skeet Bang Bang","19","23"
"2015","Summer",6,2015-07-19 16:30:00,"Greenlake Field 1","Adversity Overcomers","Sluggernauts","21","6"
"2015","Summer",6,2015-07-19 18:00:00,"Greenlake Field 1","Sluggernauts","Stranger Danger","22","14"
"2015","Summer",6,2015-07-19 13:30:00,"Greenlake Field 2","Dingers","Hitmen","8","12"
"2015","Summer",6,2015-07-19 15:00:00,"Greenlake Field 2","Mittfits","Balls Deep","8","16"
"2015","Summer",6,2015-07-19 16:30:00,"Greenlake Field 2","In-Tox-Icated","Mittfits","12","13"
"2015","Summer",6,2015-07-19 18:00:00,"Greenlake Field 2","Crabby Swingers","Knarr Shipwreck Lounge","23","6"
"2015","Summer",7,2015-07-26 12:00:00,"Greenlake Field 1","The Participators","Your Mom Plays Softball","5","18"
"2015","Summer",7,2015-07-26 15:00:00,"Greenlake Field 1","Sluggernauts","Mittfits","23","17"
"2015","Summer",7,2015-07-26 16:30:00,"Greenlake Field 1","Hitmen","Crabby Swingers","8","25"
"2015","Summer",7,2015-07-26 18:00:00,"Greenlake Field 1","Crabby Swingers","Adversity Overcomers","15","16"
"2015","Summer",7,2015-07-26 12:00:00,"Greenlake Field 2","In-Tox-Icated","Skeet Skeet Bang Bang","11","19"
"2015","Summer",7,2015-07-26 13:30:00,"Greenlake Field 2","Recovering Alcoballics","Belltown Pub","17","14"
"2015","Summer",7,2015-07-26 15:00:00,"Greenlake Field 2","Recovering Alcoballics","Balls Deep","23","2"
"2015","Summer",7,2015-07-26 16:30:00,"Greenlake Field 2","Knarr Shipwreck Lounge","Here For The Beer","17","9"
"2015","Summer",8,2015-08-02 12:00:00,"Greenlake Field 1","Sluggernauts","Adversity Overcomers","5","19"
"2015","Summer",8,2015-08-02 13:30:00,"Greenlake Field 1","Skeet Skeet Bang Bang","Your Mom Plays Softball","9","16"
"2015","Summer",8,2015-08-02 15:00:00,"Greenlake Field 1","Your Mom Plays Softball","Adversity Overcomers","14","1"
"2016","Fall",1,2016-08-14 12:00:00,"Lower Woodland PF Field 3","The Crows","Hitmen","15","5"
"2016","Fall",1,2016-08-14 13:30:00,"Lower Woodland PF Field 3","Hitmen","The Un-Incredibles","28","25"
"2016","Fall",1,2016-08-14 15:00:00,"Lower Woodland PF Field 3","The Un-Incredibles","Balls Deep","11","10"
"2016","Fall",1,2016-08-14 16:30:00,"Lower Woodland PF Field 3","Stranger Danger","Balls Deep","12","12"
"2016","Fall",1,2016-08-14 18:00:00,"Lower Woodland PF Field 3","Dino Nuggets","Stranger Danger","25","13"
"2016","Fall",1,2016-08-14 12:00:00,"Lower Woodland PF Field 6","Arbornauts","Kyle 4 President","15","4"
"2016","Fall",1,2016-08-14 13:30:00,"Lower Woodland PF Field 6","Arbornauts","Sluggernauts","17","9"
"2016","Fall",1,2016-08-14 15:00:00,"Lower Woodland PF Field 6","Sluggernauts","Sons Of Pitches","22","14"
"2016","Fall",1,2016-08-14 16:30:00,"Lower Woodland PF Field 6","That's What She Said!!","Sons Of Pitches","27","6"
"2016","Fall",1,2016-08-14 18:00:00,"Lower Woodland PF Field 6","That's What She Said!!","Chico's Bail Bonds","30","9"
"2016","Fall",2,2016-08-21 12:00:00,"Lower Woodland PF Field 3","The Crows","Balls Deep","20","6"
"2016","Fall",2,2016-08-21 13:30:00,"Lower Woodland PF Field 3","The Crows","The Un-Incredibles","12","8"
"2016","Fall",2,2016-08-21 15:00:00,"Lower Woodland PF Field 3","Sons Of Pitches","The Un-Incredibles","15","10"
"2016","Fall",2,2016-08-21 16:30:00,"Lower Woodland PF Field 3","Hitmen","Stranger Danger","9","11"
"2016","Fall",2,2016-08-21 18:00:00,"Lower Woodland PF Field 3","Hitmen","Arbornauts","16","20"
"2016","Fall",2,2016-08-21 12:00:00,"Lower Woodland PF Field 6","Pinehurst Pounders","Sluggernauts","16","7"
"2016","Fall",2,2016-08-21 13:30:00,"Lower Woodland PF Field 6","Pinehurst Pounders","Chico's Bail Bonds","10","7"
"2016","Fall",2,2016-08-21 15:00:00,"Lower Woodland PF Field 6","Dino Nuggets","Chico's Bail Bonds","22","20"
"2016","Fall",2,2016-08-21 16:30:00,"Lower Woodland PF Field 6","Dino Nuggets","Kyle 4 President","12","2"
"2016","Fall",2,2016-08-21 18:00:00,"Lower Woodland PF Field 6","Kyle 4 President","That's What She Said!!","24","10"
"2016","Fall",3,2016-08-28 12:00:00,"Lower Woodland PF Field 3","Balls Deep","Hitmen","21","7"
"2016","Fall",3,2016-08-28 13:30:00,"Lower Woodland PF Field 3","Pinehurst Pounders","The Un-Incredibles","25","2"
"2016","Fall",3,2016-08-28 15:00:00,"Lower Woodland PF Field 3","Pinehurst Pounders","Arbornauts","11","13"
"2016","Fall",3,2016-08-28 16:30:00,"Lower Woodland PF Field 3","Sons Of Pitches","Arbornauts","7","20"
"2016","Fall",3,2016-08-28 18:00:00,"Lower Woodland PF Field 3","Sons Of Pitches","Kyle 4 President","3","11"
"2016","Fall",3,2016-08-28 12:00:00,"Lower Woodland PF Field 6","Sluggernauts","That's What She Said!!","9","14"
"2016","Fall",3,2016-08-28 13:30:00,"Lower Woodland PF Field 6","Sluggernauts","Chico's Bail Bonds","13","25"
"2016","Fall",3,2016-08-28 15:00:00,"Lower Woodland PF Field 6","Chico's Bail Bonds","Stranger Danger","13","18"
"2016","Fall",3,2016-08-28 16:30:00,"Lower Woodland PF Field 6","Stranger Danger","The Crows","18","19"
"2016","Fall",3,2016-08-28 18:00:00,"Lower Woodland PF Field 6","Dino Nuggets","The Crows","12","9"
"2016","Fall",4,2016-09-11 12:00:00,"Lower Woodland PF Field 3","Stranger Danger","Sluggernauts","10","21"
"2016","Fall",4,2016-09-11 13:30:00,"Lower Woodland PF Field 3","That's What She Said!!","Arbornauts","10","8"
"2016","Fall",4,2016-09-11 15:00:00,"Lower Woodland PF Field 3","That's What She Said!!","Pinehurst Pounders","24","10"
"2016","Fall",4,2016-09-11 16:30:00,"Lower Woodland PF Field 3","Pinehurst Pounders","The Crows","19","10"
"2016","Fall",4,2016-09-11 12:00:00,"Lower Woodland PF Field 6","Sons Of Pitches","Chico's Bail Bonds","1","19"
"2016","Fall",4,2016-09-11 13:30:00,"Lower Woodland PF Field 6","Kyle 4 President","The Un-Incredibles","17","7"
"2016","Fall",4,2016-09-11 15:00:00,"Lower Woodland PF Field 6","Balls Deep","Kyle 4 President","7","24"
"2016","Fall",4,2016-09-11 16:30:00,"Lower Woodland PF Field 6","Balls Deep","Dino Nuggets","5","13"
"2016","Fall",4,2016-09-11 18:00:00,"Lower Woodland PF Field 6","Dino Nuggets","Hitmen","21","13"
"2016","Fall",5,2016-09-18 13:30:00,"Lower Woodland PF Field 3","Stranger Danger","That's What She Said!!","11","24"
"2016","Fall",5,2016-09-18 15:00:00,"Lower Woodland PF Field 3","The Crows","Arbornauts","7","16"
"2016","Fall",5,2016-09-18 16:30:00,"Lower Woodland PF Field 3","Arbornauts","That's What She Said!!","21","4"
"2016","Fall",5,2016-09-18 12:00:00,"Lower Woodland PF Field 6","Sluggernauts","Chico's Bail Bonds","13","14"
"2016","Fall",5,2016-09-18 13:30:00,"Lower Woodland PF Field 6","Chico's Bail Bonds","Dino Nuggets","24","1"
"2016","Fall",5,2016-09-18 15:00:00,"Lower Woodland PF Field 6","Pinehurst Pounders","Kyle 4 President","24","10"
"2016","Fall",5,2016-09-18 16:30:00,"Lower Woodland PF Field 6","Chico's Bail Bonds","Pinehurst Pounders","13","9"
"2016","Fall",5,2016-09-18 18:00:00,"Lower Woodland PF Field 6","Chico's Bail Bonds","Arbornauts","21","8"
"2016","Spring",1,2016-03-20 12:00:00,"Greenlake Field 1","#Blessed","Afternoon Delight","10","11"
"2016","Spring",1,2016-03-20 13:30:00,"Greenlake Field 1","No Pants Party","Afternoon Delight","21","5"
"2016","Spring",1,2016-03-20 15:00:00,"Greenlake Field 1","Look At This F$%@Ing Guy","Pitchbook Panthers","17","1"
"2016","Spring",1,2016-03-20 16:30:00,"Greenlake Field 1","Look At This F$%@Ing Guy","Rich And Jay's Love Children","12","6"
"2016","Spring",1,2016-03-20 18:00:00,"Greenlake Field 1","Pitches Be Trippin'","Stranger Danger","18","23"
"2016","Spring",1,2016-03-20 12:00:00,"Greenlake Field 2","All About That Base","Balls Deep","19","11"
"2016","Spring",1,2016-03-20 15:00:00,"Greenlake Field 2","Ice Cold Pitchers","Hitmen","16","7"
"2016","Spring",1,2016-03-20 16:30:00,"Greenlake Field 2","Pitch Slap","Thigh Power","6","17"
"2016","Spring",1,2016-03-20 18:00:00,"Greenlake Field 2","Flesh-Eating Sharks","Oregon Sucks!","11","5"
"2016","Spring",2,2016-04-03 12:00:00,"Greenlake Field 1","Flesh-Eating Sharks","No Pants Party","2","17"
"2016","Spring",2,2016-04-03 13:30:00,"Greenlake Field 1","Flesh-Eating Sharks","Afternoon Delight","5","8"
"2016","Spring",2,2016-04-03 15:00:00,"Greenlake Field 1","#Blessed","Thigh Power","7","24"
"2016","Spring",2,2016-04-03 16:30:00,"Greenlake Field 1","Rich And Jay's Love Children","#Blessed","16","6"
"2016","Spring",2,2016-04-03 18:00:00,"Greenlake Field 1","Oregon Sucks!","Look At This F$%@Ing Guy","9","13"
"2016","Spring",2,2016-04-03 12:00:00,"Greenlake Field 2","Stranger Danger","Balls Deep","15","22"
"2016","Spring",2,2016-04-03 13:30:00,"Greenlake Field 2","Pitch Slap","Pitchbook Panthers","9","5"
"2016","Spring",2,2016-04-03 15:00:00,"Greenlake Field 2","Pitches Be Trippin'","Ice Cold Pitchers","13","9"
"2016","Spring",2,2016-04-03 16:30:00,"Greenlake Field 2","All About That Base","Hit Long & Prosper","16","4"
"2016","Spring",2,2016-04-03 18:00:00,"Greenlake Field 2","Hitmen","Hit Long & Prosper","22","13"
"2016","Spring",3,2016-04-10 12:00:00,"Greenlake Field 1","Flesh-Eating Sharks","#Blessed","17","13"
"2016","Spring",3,2016-04-10 13:30:00,"Greenlake Field 1","All About That Base","Hitmen","19","22"
"2016","Spring",3,2016-04-10 15:00:00,"Greenlake Field 1","Pitches Be Trippin'","Pitchbook Panthers","13","27"
"2016","Spring",3,2016-04-10 16:30:00,"Greenlake Field 1","Pitchbook Panthers","Ice Cold Pitchers","6","19"
"2016","Spring",3,2016-04-10 18:00:00,"Greenlake Field 1","Hit Long & Prosper","Ice Cold Pitchers","22","18"
"2016","Spring",3,2016-04-10 12:00:00,"Greenlake Field 2","Pitch Slap","Balls Deep","17","9"
"2016","Spring",3,2016-04-10 13:30:00,"Greenlake Field 2","No Pants Party","Stranger Danger","24","5"
"2016","Spring",3,2016-04-10 15:00:00,"Greenlake Field 2","Afternoon Delight","Look At This F$%@Ing Guy","7","24"
"2016","Spring",3,2016-04-10 16:30:00,"Greenlake Field 2","Rich And Jay's Love Children","Thigh Power","14","24"
"2016","Spring",3,2016-04-10 18:00:00,"Greenlake Field 2","Rich And Jay's Love Children","Oregon Sucks!","24","16"
"2016","Spring",4,2016-04-17 12:00:00,"Greenlake Field 1","Pitches Be Trippin'","Balls Deep","18","12"
"2016","Spring",4,2016-04-17 13:30:00,"Greenlake Field 1","Hitmen","Pitches Be Trippin'","13","21"
"2016","Spring",4,2016-04-17 15:00:00,"Greenlake Field 1","Hitmen","Pitchbook Panthers","22","21"
"2016","Spring",4,2016-04-17 16:30:00,"Greenlake Field 1","Look At This F$%@Ing Guy","#Blessed","15","4"
"2016","Spring",4,2016-04-17 18:00:00,"Greenlake Field 1","Oregon Sucks!","Afternoon Delight","17","10"
"2016","Spring",4,2016-04-17 12:00:00,"Greenlake Field 2","Hit Long & Prosper","Pitch Slap","4","40"
"2016","Spring",4,2016-04-17 13:30:00,"Greenlake Field 2","Pitch Slap","Ice Cold Pitchers","11","9"
"2016","Spring",4,2016-04-17 15:00:00,"Greenlake Field 2","All About That Base","Stranger Danger","30","4"
"2016","Spring",4,2016-04-17 16:30:00,"Greenlake Field 2","Rich And Jay's Love Children","No Pants Party","11","10"
"2016","Spring",4,2016-04-17 18:00:00,"Greenlake Field 2","Flesh-Eating Sharks","Thigh Power","8","12"
"2016","Spring",5,2016-04-24 12:00:00,"Greenlake Field 1","Stranger Danger","Hit Long & Prosper","3","14"
"2016","Spring",5,2016-04-24 13:30:00,"Greenlake Field 1","Stranger Danger","Hitmen","13","17"
"2016","Spring",5,2016-04-24 15:00:00,"Greenlake Field 1","Pitches Be Trippin'","Pitch Slap","17","24"
"2016","Spring",5,2016-04-24 16:30:00,"Greenlake Field 1","Oregon Sucks!","No Pants Party","20","21"
"2016","Spring",5,2016-04-24 18:00:00,"Greenlake Field 1","Oregon Sucks!","#Blessed","11","10"
"2016","Spring",5,2016-04-24 12:00:00,"Greenlake Field 2","All About That Base","Pitchbook Panthers","11","7"
"2016","Spring",5,2016-04-24 13:30:00,"Greenlake Field 2","All About That Base","Ice Cold Pitchers","6","12"
"2016","Spring",5,2016-04-24 15:00:00,"Greenlake Field 2","Look At This F$%@Ing Guy","Thigh Power","9","3"
"2016","Spring",5,2016-04-24 16:30:00,"Greenlake Field 2","Afternoon Delight","Balls Deep","8","6"
"2016","Spring",5,2016-04-24 18:00:00,"Greenlake Field 2","Rich And Jay's Love Children","Flesh-Eating Sharks","23","12"
"2016","Spring",6,2016-05-01 12:00:00,"Greenlake Field 1","Stranger Danger","Ice Cold Pitchers","11","18"
"2016","Spring",6,2016-05-01 13:30:00,"Greenlake Field 1","Flesh-Eating Sharks","Look At This F$%@Ing Guy","10","13"
"2016","Spring",6,2016-05-01 15:00:00,"Greenlake Field 1","No Pants Party","#Blessed","25","3"
"2016","Spring",6,2016-05-01 16:30:00,"Greenlake Field 1","No Pants Party","Thigh Power","18","5"
"2016","Spring",6,2016-05-01 18:00:00,"Greenlake Field 1","Oregon Sucks!","Thigh Power","17","11"
"2016","Spring",6,2016-05-01 12:00:00,"Greenlake Field 2","Pitches Be Trippin'","All About That Base","15","29"
"2016","Spring",6,2016-05-01 13:30:00,"Greenlake Field 2","Pitches Be Trippin'","Hit Long & Prosper","19","7"
"2016","Spring",6,2016-05-01 15:00:00,"Greenlake Field 2","Balls Deep","Pitchbook Panthers","8","2"
"2016","Spring",6,2016-05-01 16:30:00,"Greenlake Field 2","Rich And Jay's Love Children","Afternoon Delight","6","5"
"2016","Spring",6,2016-05-01 18:00:00,"Greenlake Field 2","Hitmen","Pitch Slap","12","23"
"2016","Spring",7,2016-05-08 12:00:00,"Greenlake Field 1","Balls Deep","Pitches Be Trippin'","16","26"
"2016","Spring",7,2016-05-08 13:30:00,"Greenlake Field 1","Pitches Be Trippin'","All About That Base","24","2"
"2016","Spring",7,2016-05-08 15:00:00,"Greenlake Field 1","Oregon Sucks!","Thigh Power","11","15"
"2016","Spring",7,2016-05-08 16:30:00,"Greenlake Field 1","Thigh Power","Look At This F$%@Ing Guy","9","5"
"2016","Spring",7,2016-05-08 18:00:00,"Greenlake Field 1","Thigh Power","No Pants Party","9","17"
"2016","Spring",7,2016-05-08 12:00:00,"Greenlake Field 2","Hitmen","Ice Cold Pitchers","24","4"
"2016","Spring",7,2016-05-08 13:30:00,"Greenlake Field 2","Hitmen","Pitch Slap","10","12"
"2016","Spring",7,2016-05-08 15:00:00,"Greenlake Field 2","Afternoon Delight","Rich And Jay's Love Children","7","6"
"2016","Spring",7,2016-05-08 16:30:00,"Greenlake Field 2","Afternoon Delight","No Pants Party","9","18"
"2016","Spring",7,2016-05-08 18:00:00,"Greenlake Field 2","Pitches Be Trippin'","Pitch Slap","5","15"
"2016","Summer",1,2016-06-05 12:00:00,"Greenlake Field 1","Balls Deep","99 First World Problems","4","34"
"2016","Summer",1,2016-06-05 13:30:00,"Greenlake Field 1","Mud Sharks","The Participators","16","6"
"2016","Summer",1,2016-06-05 15:00:00,"Greenlake Field 1","Sluggernauts","Dirty Mike And The Boys","3","22"
"2016","Summer",1,2016-06-05 16:30:00,"Greenlake Field 1","Sluggernauts","Crabby Swingers","12","16"
"2016","Summer",1,2016-06-05 18:00:00,"Greenlake Field 1","Belltown Pub","Oregon Sucks!","14","15"
"2016","Summer",1,2016-06-05 13:30:00,"Greenlake Field 2","Hitmen","Dingers","27","22"
"2016","Summer",1,2016-06-05 15:00:00,"Greenlake Field 2","Hitmen","Stranger Danger","13","14"
"2016","Summer",1,2016-06-05 18:00:00,"Greenlake Field 2","Pinjers","The Backdoor Sliders","14","15"
"2016","Summer",2,2016-06-12 12:00:00,"Greenlake Field 1","The Backdoor Sliders","Hitmen","21","18"
"2016","Summer",2,2016-06-12 13:30:00,"Greenlake Field 1","Belltown Pub","Dingers","23","12"
"2016","Summer",2,2016-06-12 15:00:00,"Greenlake Field 1","Dirty Mike And The Boys","99 First World Problems","9","8"
"2016","Summer",2,2016-06-12 16:30:00,"Greenlake Field 1","Oregon Sucks!","Mud Sharks","6","5"
"2016","Summer",2,2016-06-12 18:00:00,"Greenlake Field 1","Oregon Sucks!","Crabby Swingers","12","12"
"2016","Summer",2,2016-06-12 12:00:00,"Greenlake Field 2","Balls Deep","Sluggernauts","12","22"
"2016","Summer",2,2016-06-12 13:30:00,"Greenlake Field 2","Pinjers","Where My Pitches At","21","7"
"2016","Summer",2,2016-06-12 15:00:00,"Greenlake Field 2","The Elemonators","Glazers","1","24"
"2016","Summer",2,2016-06-12 16:30:00,"Greenlake Field 2","The Elemonators","Pinjers","10","22"
"2016","Summer",2,2016-06-12 18:00:00,"Greenlake Field 2","Stranger Danger","The Participators","12","13"
"2016","Summer",3,2016-06-19 12:00:00,"Greenlake Field 1","Dirty Mike And The Boys","Crabby Swingers","7","23"
"2016","Summer",3,2016-06-19 13:30:00,"Greenlake Field 1","Belltown Pub","Crabby Swingers","12","14"
"2016","Summer",3,2016-06-19 15:00:00,"Greenlake Field 1","Belltown Pub","99 First World Problems","4","16"
"2016","Summer",3,2016-06-19 16:30:00,"Greenlake Field 1","Dingers","Mud Sharks","8","12"
"2016","Summer",3,2016-06-19 12:00:00,"Greenlake Field 2","Pinjers","Hitmen","19","18"
"2016","Summer",3,2016-06-19 13:30:00,"Greenlake Field 2","The Participators","Where My Pitches At","20","1"
"2016","Summer",3,2016-06-19 15:00:00,"Greenlake Field 2","Where My Pitches At","Stranger Danger","11","36"
"2016","Summer",3,2016-06-19 16:30:00,"Greenlake Field 2","Glazers","The Backdoor Sliders","6","16"
"2016","Summer",3,2016-06-19 18:00:00,"Greenlake Field 2","The Elemonators","Balls Deep","1","8"
"2016","Summer",4,2016-06-26 12:00:00,"Greenlake Field 1","Stranger Danger","Dingers","23","18"
"2016","Summer",4,2016-06-26 13:30:00,"Greenlake Field 1","Crabby Swingers","Stranger Danger","21","0"
"2016","Summer",4,2016-06-26 18:00:00,"Greenlake Field 1","Oregon Sucks!","99 First World Problems","9","28"
"2016","Summer",4,2016-06-26 12:00:00,"Greenlake Field 2","Sluggernauts","Hitmen","33","9"
"2016","Summer",4,2016-06-26 13:30:00,"Greenlake Field 2","The Elemonators","The Backdoor Sliders","15","17"
"2016","Summer",4,2016-06-26 15:00:00,"Greenlake Field 2","Balls Deep","Where My Pitches At","18","5"
"2016","Summer",4,2016-06-26 16:30:00,"Greenlake Field 2","The Participators","Glazers","16","11"
"2016","Summer",4,2016-06-26 18:00:00,"Greenlake Field 2","Glazers","Pinjers","13","6"
"2016","Summer",5,2016-07-10 12:00:00,"Greenlake Field 1","99 First World Problems","Crabby Swingers","32","18"
"2016","Summer",5,2016-07-10 13:30:00,"Greenlake Field 1","Dirty Mike And The Boys","Stranger Danger","19","5"
"2016","Summer",5,2016-07-10 15:00:00,"Greenlake Field 1","Belltown Pub","Mud Sharks","16","18"
"2016","Summer",5,2016-07-10 16:30:00,"Greenlake Field 1","Sluggernauts","Mud Sharks","15","15"
"2016","Summer",5,2016-07-10 18:00:00,"Greenlake Field 1","Sluggernauts","Oregon Sucks!","6","20"
"2016","Summer",5,2016-07-10 12:00:00,"Greenlake Field 2","The Participators","The Backdoor Sliders","11","18"
"2016","Summer",5,2016-07-10 13:30:00,"Greenlake Field 2","The Backdoor Sliders","Dingers","13","13"
"2016","Summer",5,2016-07-10 15:00:00,"Greenlake Field 2","Balls Deep","Pinjers","18","9"
"2016","Summer",5,2016-07-10 16:30:00,"Greenlake Field 2","Hitmen","The Elemonators","19","10"
"2016","Summer",5,2016-07-10 18:00:00,"Greenlake Field 2","Where My Pitches At","Glazers","0","37"
"2016","Summer",6,2016-07-17 12:00:00,"Greenlake Field 1","99 First World Problems","Pinjers","26","4"
"2016","Summer",6,2016-07-17 13:30:00,"Greenlake Field 1","Belltown Pub","Sluggernauts","26","11"
"2016","Summer",6,2016-07-17 15:00:00,"Greenlake Field 1","Where My Pitches At","Hitmen","2","17"
"2016","Summer",6,2016-07-17 16:30:00,"Greenlake Field 1","Dirty Mike And The Boys","Mud Sharks","10","15"
"2016","Summer",6,2016-07-17 18:00:00,"Greenlake Field 1","Dirty Mike And The Boys","Oregon Sucks!","18","19"
"2016","Summer",6,2016-07-17 12:00:00,"Greenlake Field 2","The Participators","Dingers","15","9"
"2016","Summer",6,2016-07-17 13:30:00,"Greenlake Field 2","The Participators","The Elemonators","25","4"
"2016","Summer",6,2016-07-17 15:00:00,"Greenlake Field 2","Balls Deep","Stranger Danger","17","7"
"2016","Summer",6,2016-07-17 16:30:00,"Greenlake Field 2","Balls Deep","The Backdoor Sliders","10","5"
"2016","Summer",6,2016-07-17 18:00:00,"Greenlake Field 2","Glazers","Crabby Swingers","14","9"
"2016","Summer",7,2016-07-24 16:30:00,"Greenlake Field 1","Glazers","99 First World Problems","1","18"
"2016","Summer",7,2016-07-24 18:00:00,"Greenlake Field 1","Dirty Mike And The Boys","Oregon Sucks!","11","12"
"2016","Summer",7,2016-07-24 13:30:00,"Greenlake Field 2","Stranger Danger","Pinjers","15","21"
"2016","Summer",7,2016-07-24 15:00:00,"Greenlake Field 2","Pinjers","The Backdoor Sliders","20","16"
"2016","Summer",7,2016-07-24 16:30:00,"Greenlake Field 2","Sluggernauts","The Participators","5","12"
"2016","Summer",7,2016-07-24 18:00:00,"Greenlake Field 2","Hitmen","Balls Deep","32","4"
"2016","Summer",8,2016-07-31 13:30:00,"Greenlake Field 1","Hitmen","The Participators","15","17"
"2016","Summer",8,2016-07-31 15:00:00,"Greenlake Field 1","Pinjers","The Participators","17","24"
"2016","Summer",8,2016-07-31 16:30:00,"Greenlake Field 1","Oregon Sucks!","Crabby Swingers","25","17"
